model,qid,query,rank,docno,score,title,filename
TF_IDF,3,plants Argentina,27,en_articles_c_a_c_Cacteae_html,4.993672977688743,"Cacteae - Wikipedia, the free encyclopedia",en/articles/c/a/c/Cacteae.html
TF_IDF,3,plants Argentina,28,en_articles_l_u_c_Lucas_Mareque_fbe0_html,4.9750007962013125,"Lucas Mareque - Wikipedia, the free encyclopedia",en/articles/l/u/c/Lucas_Mareque_fbe0.html
TF_IDF,3,plants Argentina,29,en_articles_1_9_7_1971_European_Formula_Two_season_79ea_html,4.953340931864987,"1971 European Formula Two season - Wikipedia, the free encyclopedia",en/articles/1/9/7/1971_European_Formula_Two_season_79ea.html
TF_IDF,3,plants Argentina,30,en_articles_w_o_r_World_Pump_Festival_1479_html,4.91578521997268,"World Pump Festival - Wikipedia, the free encyclopedia",en/articles/w/o/r/World_Pump_Festival_1479.html
TF_IDF,3,plants Argentina,31,en_articles_g_e_o_George_Maxwell_8d58_html,4.905710843678569,"George Maxwell - Wikipedia, the free encyclopedia",en/articles/g/e/o/George_Maxwell_8d58.html
TF_IDF,3,plants Argentina,32,en_articles_f_u_k_Fukushima_II_Nuclear_Power_Plant_3a9e_html,4.888809921509114,"Fukushima II Nuclear Power Plant - Wikipedia, the free encyclopedia",en/articles/f/u/k/Fukushima_II_Nuclear_Power_Plant_3a9e.html
TF_IDF,3,plants Argentina,33,en_articles_v_a_l_Valley_Power_63f8_html,4.88602845785683,"Valley Power - Wikipedia, the free encyclopedia",en/articles/v/a/l/Valley_Power_63f8.html
TF_IDF,3,plants Argentina,34,en_articles_a_n_n_Annona_reticulata_html,4.885957653445717,"Annona reticulata - Wikipedia, the free encyclopedia",en/articles/a/n/n/Annona_reticulata.html
TF_IDF,3,plants Argentina,35,en_articles_m_a_n_Man-eating_tree_html,4.822125032422027,"Man-eating tree - Wikipedia, the free encyclopedia",en/articles/m/a/n/Man-eating_tree.html
TF_IDF,3,plants Argentina,36,en_articles_f_o_r_Ford_River_Rouge_Complex_84fc_html,4.8116175471866125,"Ford River Rouge Complex - Wikipedia, the free encyclopedia",en/articles/f/o/r/Ford_River_Rouge_Complex_84fc.html
TF_IDF,3,plants Argentina,37,en_articles_s_e_n_Senecioneae_html,4.806930707553635,"Senecioneae - Wikipedia, the free encyclopedia",en/articles/s/e/n/Senecioneae.html
TF_IDF,3,plants Argentina,38,en_articles_b_e_t_Bethlehem_Steel_119e_html,4.802448197168428,"Bethlehem Steel - Wikipedia, the free encyclopedia",en/articles/b/e/t/Bethlehem_Steel_119e.html
TF_IDF,3,plants Argentina,39,en_articles_s_a_l_Salix_herbacea_html,4.729564901572357,"Salix herbacea - Wikipedia, the free encyclopedia",en/articles/s/a/l/Salix_herbacea.html
TF_IDF,3,plants Argentina,40,en_articles_b_y_t_Byttneria_html,4.710439073614394,"Byttneria - Wikipedia, the free encyclopedia",en/articles/b/y/t/Byttneria.html
TF_IDF,3,plants Argentina,41,en_articles_u_n_i_University_of_California__Irvine__Arboretum_444f_html,4.686270706876159,"University of California, Irvine, Arboretum - Wikipedia, the free encyclopedia","en/articles/u/n/i/University_of_California,_Irvine,_Arboretum_444f.html"
TF_IDF,3,plants Argentina,42,en_articles_t_r_i_Trimerotropis_infantilis_html,4.667245464922889,"Trimerotropis infantilis - Wikipedia, the free encyclopedia",en/articles/t/r/i/Trimerotropis_infantilis.html
TF_IDF,3,plants Argentina,43,en_articles_l_i_s_List_of_Lepidoptera_that_feed_on_roses_5f9f_html,4.6504796176112455,"List of Lepidoptera that feed on roses - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_Lepidoptera_that_feed_on_roses_5f9f.html
TF_IDF,3,plants Argentina,44,en_articles_m_a_r_Margherita_Sarfatti_a9c1_html,4.63325571639796,"Margherita Sarfatti - Wikipedia, the free encyclopedia",en/articles/m/a/r/Margherita_Sarfatti_a9c1.html
TF_IDF,3,plants Argentina,45,en_articles_j_a_t_Jatropha_curcas_html,4.627562030199866,"Jatropha curcas - Wikipedia, the free encyclopedia",en/articles/j/a/t/Jatropha_curcas.html
TF_IDF,3,plants Argentina,46,en_articles_f_o_r_Ford_Motor_Company_of_New_Zealand_54af_html,4.526813026311261,"Ford Motor Company of New Zealand - Wikipedia, the free encyclopedia",en/articles/f/o/r/Ford_Motor_Company_of_New_Zealand_54af.html
TF_IDF,3,plants Argentina,47,en_articles_b_r_a_Braunsia_apiculata_html,4.499986816431814,"Braunsia apiculata - Wikipedia, the free encyclopedia",en/articles/b/r/a/Braunsia_apiculata.html
TF_IDF,3,plants Argentina,48,en_articles_e_m_e_Emex_australis_html,4.493345398064902,"Emex australis - Wikipedia, the free encyclopedia",en/articles/e/m/e/Emex_australis.html
TF_IDF,3,plants Argentina,49,en_articles_f_i_d_Fiddleneck_html,4.4856733948059535,"Fiddleneck - Wikipedia, the free encyclopedia",en/articles/f/i/d/Fiddleneck.html
TF_IDF,4,science fiction books,0,en_articles_b_e_g_Beginnings__collection_html,11.979874211838805,"Beginnings (collection) - Wikipedia, the free encyclopedia",en/articles/b/e/g/Beginnings_(collection).html
TF_IDF,4,science fiction books,1,en_articles_r_o_b_Robert_J__Sawyer_d73b_html,11.396230586111379,"Robert J. Sawyer - Wikipedia, the free encyclopedia",en/articles/r/o/b/Robert_J._Sawyer_d73b.html
TF_IDF,4,science fiction books,2,en_articles_t_r_a_Trajectories__magazine_html,11.315936067256803,"Trajectories (magazine) - Wikipedia, the free encyclopedia",en/articles/t/r/a/Trajectories_(magazine).html
TF_IDF,4,science fiction books,3,en_articles_m_a_r_Marilyn_Singer_d666_html,11.04460934856078,"Marilyn Singer - Wikipedia, the free encyclopedia",en/articles/m/a/r/Marilyn_Singer_d666.html
TF_IDF,4,science fiction books,4,en_articles_r_o_b_Robert_Holdstock_9c9e_html,11.00897521782856,"Robert Holdstock - Wikipedia, the free encyclopedia",en/articles/r/o/b/Robert_Holdstock_9c9e.html
TF_IDF,4,science fiction books,5,en_articles_s_t_a_Stardrift_and_Other_Fantastic_Flotsam_e5ba_html,10.921397625337809,"Stardrift and Other Fantastic Flotsam - Wikipedia, the free encyclopedia",en/articles/s/t/a/Stardrift_and_Other_Fantastic_Flotsam_e5ba.html
TF_IDF,4,science fiction books,6,en_articles_d_i_u_Diuturnity_s_Dawn_9a72_html,10.885553912277752,"Diuturnity's Dawn - Wikipedia, the free encyclopedia",en/articles/d/i/u/Diuturnity's_Dawn_9a72.html
TF_IDF,4,science fiction books,7,en_articles_t_e_t_Tetsu_Yano_ac4d_html,10.837935505101353,"Tetsu Yano - Wikipedia, the free encyclopedia",en/articles/t/e/t/Tetsu_Yano_ac4d.html
TF_IDF,4,science fiction books,8,en_articles_t_h_e_Theresa_Wiggin_7c28_html,10.459586473733374,"Theresa Wiggin - Wikipedia, the free encyclopedia",en/articles/t/h/e/Theresa_Wiggin_7c28.html
TF_IDF,4,science fiction books,9,en_articles_r_o_g_Rogue_Queen_8f8f_html,10.442251990749556,"Rogue Queen - Wikipedia, the free encyclopedia",en/articles/r/o/g/Rogue_Queen_8f8f.html
TF_IDF,4,science fiction books,10,en_articles_d_o_n_Donald_Eaton_Carr_04ea_html,10.024945661917084,"Donald Eaton Carr - Wikipedia, the free encyclopedia",en/articles/d/o/n/Donald_Eaton_Carr_04ea.html
TF_IDF,4,science fiction books,11,en_articles_a_c_o_Acorna_the_Unicorn_Girl_3ec8_html,9.986715672116603,"Acorna the Unicorn Girl - Wikipedia, the free encyclopedia",en/articles/a/c/o/Acorna_the_Unicorn_Girl_3ec8.html
TF_IDF,4,science fiction books,12,en_articles_a___j_A_Journey_in_Other_Worlds_286f_html,9.957543181258309,"A Journey in Other Worlds - Wikipedia, the free encyclopedia",en/articles/a/_/j/A_Journey_in_Other_Worlds_286f.html
TF_IDF,4,science fiction books,13,en_articles_t_h_e_The_Light_of_Other_Days_b05c_html,9.887840838448419,"The Light of Other Days - Wikipedia, the free encyclopedia",en/articles/t/h/e/The_Light_of_Other_Days_b05c.html
TF_IDF,4,science fiction books,14,en_articles_6_0_t_60th_World_Science_Fiction_Convention_56da_html,9.719611411516244,"60th World Science Fiction Convention - Wikipedia, the free encyclopedia",en/articles/6/0/t/60th_World_Science_Fiction_Convention_56da.html
TF_IDF,4,science fiction books,15,en_articles_g_u_y_Guy_N__Smith_d9ba_html,9.621884420079967,"Guy N. Smith - Wikipedia, the free encyclopedia",en/articles/g/u/y/Guy_N._Smith_d9ba.html
TF_IDF,4,science fiction books,16,en_articles_n_i_n_Ninotchka_Rosca_1499_html,9.51433420677309,"Ninotchka Rosca - Wikipedia, the free encyclopedia",en/articles/n/i/n/Ninotchka_Rosca_1499.html
TF_IDF,4,science fiction books,17,en_articles_m_a_n_Man-eating_tree_html,9.488639955016714,"Man-eating tree - Wikipedia, the free encyclopedia",en/articles/m/a/n/Man-eating_tree.html
TF_IDF,4,science fiction books,18,en_articles_p_h_i_Philcon_html,9.39809452627005,"Philcon - Wikipedia, the free encyclopedia",en/articles/p/h/i/Philcon.html
TF_IDF,4,science fiction books,19,en_articles_t_o_b_Toby_Johnson_d25e_html,9.278152040103265,"Toby Johnson - Wikipedia, the free encyclopedia",en/articles/t/o/b/Toby_Johnson_d25e.html
TF_IDF,4,science fiction books,20,en_articles_l_a_r_Larry_Niven_d1bb_html,9.193061478203564,"Larry Niven - Wikipedia, the free encyclopedia",en/articles/l/a/r/Larry_Niven_d1bb.html
TF_IDF,4,science fiction books,21,en_articles_w_h_i_White_holes_in_fiction_html,9.019697836946024,"White holes in fiction - Wikipedia, the free encyclopedia",en/articles/w/h/i/White_holes_in_fiction.html
TF_IDF,4,science fiction books,22,en_articles_m_a_g_Maggie_MacDonald_8f66_html,8.913029882657582,"Maggie MacDonald - Wikipedia, the free encyclopedia",en/articles/m/a/g/Maggie_MacDonald_8f66.html
TF_IDF,4,science fiction books,23,en_articles_g_o_d_Godot_html,8.841922298718771,"Godot - Wikipedia, the free encyclopedia",en/articles/g/o/d/Godot.html
TF_IDF,4,science fiction books,24,en_articles_p_a_u_Paul_G__Tremblay_6d60_html,8.77481488285978,"Paul G. Tremblay - Wikipedia, the free encyclopedia",en/articles/p/a/u/Paul_G._Tremblay_6d60.html
TF_IDF,4,science fiction books,25,en_articles_t_i_b_Command___Conquer__Tiberium_Wars__novel__0a72_html,8.587045194559641,"Command & Conquer: Tiberium Wars (novel) - Wikipedia, the free encyclopedia",en/articles/t/i/b/Command_&_Conquer~_Tiberium_Wars_(novel)_0a72.html
TF_IDF,4,science fiction books,26,en_articles_u_n_e_Une_rose_au_paradis_html,8.569459020622174,"Une rose au paradis - Wikipedia, the free encyclopedia",en/articles/u/n/e/Une_rose_au_paradis.html
TF_IDF,4,science fiction books,27,en_articles_n_i_c_Nick_and_the_Glimmung_1422_html,8.487999919270981,"Nick and the Glimmung - Wikipedia, the free encyclopedia",en/articles/n/i/c/Nick_and_the_Glimmung_1422.html
TF_IDF,4,science fiction books,28,en_articles_s_p_o_Spoo_html,8.3821317879793,"Spoo - Wikipedia, the free encyclopedia",en/articles/s/p/o/Spoo.html
TF_IDF,4,science fiction books,29,en_articles_t_h_i_Think___Asimov_short_story__3a27_html,8.372557805311404,"Think! (Asimov short story) - Wikipedia, the free encyclopedia",en/articles/t/h/i/Think!_(Asimov_short_story)_3a27.html
TF_IDF,4,science fiction books,30,en_articles_c_o_u_Counter-Clock_World_b040_html,8.32708117749749,"Counter-Clock World - Wikipedia, the free encyclopedia",en/articles/c/o/u/Counter-Clock_World_b040.html
TF_IDF,4,science fiction books,31,en_articles_t_r_a_Trapped__novel_html,8.22862795568125,"Trapped (novel) - Wikipedia, the free encyclopedia",en/articles/t/r/a/Trapped_(novel).html
TF_IDF,4,science fiction books,32,en_articles_t_h_e_The_Siege__disambiguation__6713_html,8.171963344425032,"The Siege (disambiguation) - Wikipedia, the free encyclopedia",en/articles/t/h/e/The_Siege_(disambiguation)_6713.html
TF_IDF,4,science fiction books,33,en_articles_p_r_o_Project_Nightmare_b0c3_html,8.155482289528114,"Project Nightmare - Wikipedia, the free encyclopedia",en/articles/p/r/o/Project_Nightmare_b0c3.html
TF_IDF,4,science fiction books,34,en_articles_b_s_f_BSFA_award_2530_html,8.153348121879356,"BSFA award - Wikipedia, the free encyclopedia",en/articles/b/s/f/BSFA_award_2530.html
TF_IDF,4,science fiction books,35,en_articles_d_i_s_DiscoveryBox_da98_html,8.080579545315901,"DiscoveryBox - Wikipedia, the free encyclopedia",en/articles/d/i/s/DiscoveryBox_da98.html
TF_IDF,4,science fiction books,36,en_articles_b_o_z_Bozo_the_Iron_Man_8772_html,8.00512499724977,"Bozo the Iron Man - Wikipedia, the free encyclopedia",en/articles/b/o/z/Bozo_the_Iron_Man_8772.html
TF_IDF,4,science fiction books,37,en_articles_c_a_p_Captain_Ultra__TV_series__e557_html,7.973394982408059,"Captain Ultra (TV series) - Wikipedia, the free encyclopedia",en/articles/c/a/p/Captain_Ultra_(TV_series)_e557.html
TF_IDF,4,science fiction books,38,en_articles_f_l_a_Flash_Crowd_c9f4_html,7.946472525984046,"Flash Crowd - Wikipedia, the free encyclopedia",en/articles/f/l/a/Flash_Crowd_c9f4.html
TF_IDF,4,science fiction books,39,en_articles_h_o_n_Honorverse_concepts_and_terminology_html,7.842973966736323,"Honorverse concepts and terminology - Wikipedia, the free encyclopedia",en/articles/h/o/n/Honorverse_concepts_and_terminology.html
TF_IDF,4,science fiction books,40,en_articles_s_h_a_Shadow_Puppets_0a33_html,7.821365872230137,"Shadow Puppets - Wikipedia, the free encyclopedia",en/articles/s/h/a/Shadow_Puppets_0a33.html
TF_IDF,4,science fiction books,41,en_articles_t_h_e_The_Snow_Queen__novel__18d3_html,7.785263118445939,"The Snow Queen (novel) - Wikipedia, the free encyclopedia",en/articles/t/h/e/The_Snow_Queen_(novel)_18d3.html
TF_IDF,4,science fiction books,42,en_articles_c_u_l_Cultural_depictions_of_dinosaurs_html,7.527712139204109,"Cultural depictions of dinosaurs - Wikipedia, the free encyclopedia",en/articles/c/u/l/Cultural_depictions_of_dinosaurs.html
TF_IDF,4,science fiction books,43,en_articles_c_h_r_Christopher_Sorrentino_3b1d_html,7.409967344944527,"Christopher Sorrentino - Wikipedia, the free encyclopedia",en/articles/c/h/r/Christopher_Sorrentino_3b1d.html
TF_IDF,4,science fiction books,44,en_articles_g_o_o_Goose_Lane_Editions_a456_html,7.348278739301074,"Goose Lane Editions - Wikipedia, the free encyclopedia",en/articles/g/o/o/Goose_Lane_Editions_a456.html
TF_IDF,4,science fiction books,45,en_articles_k_n_o_Knowledge_and_Decisions_82ec_html,7.267908253997822,"Knowledge and Decisions - Wikipedia, the free encyclopedia",en/articles/k/n/o/Knowledge_and_Decisions_82ec.html
TF_IDF,4,science fiction books,46,en_articles_t_h_e_The_Princess_Bride_1c49_html,7.123741082389104,"The Princess Bride - Wikipedia, the free encyclopedia",en/articles/t/h/e/The_Princess_Bride_1c49.html
TF_IDF,4,science fiction books,47,en_articles_t_h_e_The_Fixer__Malamud_novel__c56d_html,7.1058634736123985,"The Fixer (Malamud novel) - Wikipedia, the free encyclopedia",en/articles/t/h/e/The_Fixer_(Malamud_novel)_c56d.html
TF_IDF,4,science fiction books,48,en_articles_t_a_m_Tamora_Pierce_4cdc_html,7.099118268589562,"Tamora Pierce - Wikipedia, the free encyclopedia",en/articles/t/a/m/Tamora_Pierce_4cdc.html
TF_IDF,4,science fiction books,49,en_articles_e_l_f_Elfwood_html,7.093478450286462,"Elfwood - Wikipedia, the free encyclopedia",en/articles/e/l/f/Elfwood.html
TF_IDF,5,population nagasaki japan,0,en_articles_f_u_t_Futsu__Nagasaki_6d69_html,16.32878365108352,"Futsu, Nagasaki - Wikipedia, the free encyclopedia","en/articles/f/u/t/Futsu,_Nagasaki_6d69.html"
TF_IDF,5,population nagasaki japan,1,en_articles_a_r_i_Arie__Nagasaki_63bf_html,16.307778262194002,"Arie, Nagasaki - Wikipedia, the free encyclopedia","en/articles/a/r/i/Arie,_Nagasaki_63bf.html"
TF_IDF,5,population nagasaki japan,2,en_articles_m_i_n_Minamishimabara__Nagasaki_6362_html,14.85527184056889,"Minamishimabara, Nagasaki - Wikipedia, the free encyclopedia","en/articles/m/i/n/Minamishimabara,_Nagasaki_6362.html"
TF_IDF,5,population nagasaki japan,3,en_articles_k_o_b_Kobe_Station_07b4_html,12.488656171413602,"Kobe Station - Wikipedia, the free encyclopedia",en/articles/k/o/b/Kobe_Station_07b4.html
TF_IDF,5,population nagasaki japan,4,en_articles_c_o_s_Cosme_de_Torr_s_e30a_html,10.835156323038241,"Cosme de Torrès - Wikipedia, the free encyclopedia",en/articles/c/o/s/Cosme_de_Torrès_e30a.html
TF_IDF,5,population nagasaki japan,5,en_articles_a_k_i_Akiko_Domoto_7e48_html,9.76641147035297,"Akiko Domoto - Wikipedia, the free encyclopedia",en/articles/a/k/i/Akiko_Domoto_7e48.html
TF_IDF,5,population nagasaki japan,6,en_articles_b_o_m_Bombing_of_Osaka_in_World_War_II_4895_html,8.924840627695424,"Bombing of Osaka in World War II - Wikipedia, the free encyclopedia",en/articles/b/o/m/Bombing_of_Osaka_in_World_War_II_4895.html
TF_IDF,5,population nagasaki japan,7,en_articles_c_a_i_Cairo_Conference_5945_html,7.18950975033356,"Cairo Conference - Wikipedia, the free encyclopedia",en/articles/c/a/i/Cairo_Conference_5945.html
TF_IDF,5,population nagasaki japan,8,en_articles_n_a_g_Naganohara__Gunma_49a0_html,7.129683642161657,"Naganohara, Gunma - Wikipedia, the free encyclopedia","en/articles/n/a/g/Naganohara,_Gunma_49a0.html"
TF_IDF,5,population nagasaki japan,9,en_articles_c_r_e_Crested_Ibis_93b3_html,6.82361160890478,"Crested Ibis - Wikipedia, the free encyclopedia",en/articles/c/r/e/Crested_Ibis_93b3.html
TF_IDF,5,population nagasaki japan,10,en_articles_f_u_j_Fujioka__Tochigi_df61_html,6.648718047409449,"Fujioka, Tochigi - Wikipedia, the free encyclopedia","en/articles/f/u/j/Fujioka,_Tochigi_df61.html"
TF_IDF,5,population nagasaki japan,11,en_articles_l_i_s_List_of_environmental_topics__N__409e_html,6.516657642972023,"List of environmental topics (N) - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_environmental_topics_(N)_409e.html
TF_IDF,5,population nagasaki japan,12,en_articles_s_e_i_Seiwa__Kumamoto_1671_html,6.482247686092826,"Seiwa, Kumamoto - Wikipedia, the free encyclopedia","en/articles/s/e/i/Seiwa,_Kumamoto_1671.html"
TF_IDF,5,population nagasaki japan,13,en_articles_1_s_t_1st_Battalion_2nd_Marines_cc49_html,6.197754974647823,"1st Battalion 2nd Marines - Wikipedia, the free encyclopedia",en/articles/1/s/t/1st_Battalion_2nd_Marines_cc49.html
TF_IDF,5,population nagasaki japan,14,en_articles_h_a_c_Hachikai__Aichi_0cba_html,5.976031426817979,"Hachikai, Aichi - Wikipedia, the free encyclopedia","en/articles/h/a/c/Hachikai,_Aichi_0cba.html"
TF_IDF,5,population nagasaki japan,15,en_articles_k_a_w_Kawauchi__Aomori_28ae_html,5.802560994276652,"Kawauchi, Aomori - Wikipedia, the free encyclopedia","en/articles/k/a/w/Kawauchi,_Aomori_28ae.html"
TF_IDF,5,population nagasaki japan,16,en_articles_n_a_m_Namikata__Ehime_2212_html,5.769068439566145,"Namikata, Ehime - Wikipedia, the free encyclopedia","en/articles/n/a/m/Namikata,_Ehime_2212.html"
TF_IDF,5,population nagasaki japan,17,en_articles_t_o_b_Tobata-ku__Kitaky_sh__af95_html,5.742789107800066,"Tobata-ku, Kitakyūshū - Wikipedia, the free encyclopedia","en/articles/t/o/b/Tobata-ku,_Kitakyūshū_af95.html"
TF_IDF,5,population nagasaki japan,18,en_articles_a_s_a_Asao-ku__Kawasaki_a280_html,5.557358658645676,"Asao-ku, Kawasaki - Wikipedia, the free encyclopedia","en/articles/a/s/a/Asao-ku,_Kawasaki_a280.html"
TF_IDF,5,population nagasaki japan,19,en_articles_m_i_t_Mitoyo_District__Kagawa_ae1e_html,5.502289651067921,"Mitoyo District, Kagawa - Wikipedia, the free encyclopedia","en/articles/m/i/t/Mitoyo_District,_Kagawa_ae1e.html"
TF_IDF,5,population nagasaki japan,20,en_articles_k_a_m_Kamikawa__Ishikari__District__Hokkaid__69ff_html,5.360637238665882,"Kamikawa (Ishikari) District, Hokkaidō - Wikipedia, the free encyclopedia","en/articles/k/a/m/Kamikawa_(Ishikari)_District,_Hokkaidō_69ff.html"
TF_IDF,5,population nagasaki japan,21,en_articles_k_a_r_Kariwa_District__Niigata_bbc7_html,5.264633890134812,"Kariwa District, Niigata - Wikipedia, the free encyclopedia","en/articles/k/a/r/Kariwa_District,_Niigata_bbc7.html"
TF_IDF,5,population nagasaki japan,22,en_articles_s_p_e_Speed_Skating_at_the_1990_Winter_Asian_Games_78de_html,5.132680446786912,"Speed Skating at the 1990 Winter Asian Games - Wikipedia, the free encyclopedia",en/articles/s/p/e/Speed_Skating_at_the_1990_Winter_Asian_Games_78de.html
TF_IDF,5,population nagasaki japan,23,en_articles_b_a_n_Bangladeshi-Japanese_relations_4a68_html,5.1308809444184655,"Bangladeshi-Japanese relations - Wikipedia, the free encyclopedia",en/articles/b/a/n/Bangladeshi-Japanese_relations_4a68.html
TF_IDF,5,population nagasaki japan,24,en_articles_l_i_s_List_of_sister_cities_in_Canada_d2c2_html,5.05171541578069,"List of sister cities in Canada - Wikipedia, the free encyclopedia",en/articles/l/i/s/List_of_sister_cities_in_Canada_d2c2.html
TF_IDF,5,population nagasaki japan,25,en_articles_j_a_p_Japan_at_the_1964_Winter_Olympics_e206_html,5.007104055576635,"Japan at the 1964 Winter Olympics - Wikipedia, the free encyclopedia",en/articles/j/a/p/Japan_at_the_1964_Winter_Olympics_e206.html
TF_IDF,5,population nagasaki japan,26,en_articles_k_a_d_Kadena_High_School_a5b7_html,4.911063967067226,"Kadena High School - Wikipedia, the free encyclopedia",en/articles/k/a/d/Kadena_High_School_a5b7.html
TF_IDF,5,population nagasaki japan,27,en_articles_f_r_e_Freestyle_Skiing_at_the_2003_Winter_Asian_Games_155f_html,4.882985905853592,"Freestyle Skiing at the 2003 Winter Asian Games - Wikipedia, the free encyclopedia",en/articles/f/r/e/Freestyle_Skiing_at_the_2003_Winter_Asian_Games_155f.html
TF_IDF,5,population nagasaki japan,28,en_articles_m_i_h_Miho_Tanaka_b60d_html,4.876066860172358,"Miho Tanaka - Wikipedia, the free encyclopedia",en/articles/m/i/h/Miho_Tanaka_b60d.html
TF_IDF,5,population nagasaki japan,29,en_articles_b_b_c_BBC_Global_30_dc4a_html,4.859808444998845,"BBC Global 30 - Wikipedia, the free encyclopedia",en/articles/b/b/c/BBC_Global_30_dc4a.html
TF_IDF,5,population nagasaki japan,30,en_articles_l_i_t_Little_Italy__Manhattan_064e_html,4.8000178864459375,"Little Italy, Manhattan - Wikipedia, the free encyclopedia","en/articles/l/i/t/Little_Italy,_Manhattan_064e.html"
TF_IDF,5,population nagasaki japan,31,en_articles_k_i_b_Kibi_Makibi_050c_html,4.657146531519706,"Kibi Makibi - Wikipedia, the free encyclopedia",en/articles/k/i/b/Kibi_Makibi_050c.html
TF_IDF,5,population nagasaki japan,32,en_articles_n_i_h_Nihon_Minka-en_defb_html,4.651720678759461,"Nihon Minka-en - Wikipedia, the free encyclopedia",en/articles/n/i/h/Nihon_Minka-en_defb.html
TF_IDF,5,population nagasaki japan,33,en_articles_t_s_u_Tsugaru_Peninsula_9ee9_html,4.6479508859242795,"Tsugaru Peninsula - Wikipedia, the free encyclopedia",en/articles/t/s/u/Tsugaru_Peninsula_9ee9.html
TF_IDF,5,population nagasaki japan,34,en_articles_h_a_n_Hanare_Kirishitan_1cb4_html,4.645076592219728,"Hanare Kirishitan - Wikipedia, the free encyclopedia",en/articles/h/a/n/Hanare_Kirishitan_1cb4.html
TF_IDF,5,population nagasaki japan,35,en_articles_s_h_u_Shuchiin_University_5906_html,4.642705631671395,"Shuchiin University - Wikipedia, the free encyclopedia",en/articles/s/h/u/Shuchiin_University_5906.html
TF_IDF,5,population nagasaki japan,36,en_articles_t_o_k_Tokyo_University_of_Agriculture_and_Technology_c9d7_html,4.636678079358901,"Tokyo University of Agriculture and Technology - Wikipedia, the free encyclopedia",en/articles/t/o/k/Tokyo_University_of_Agriculture_and_Technology_c9d7.html
TF_IDF,5,population nagasaki japan,37,en_articles_m_i_y_Miyazaki_Sangyo-keiei_University_b8c0_html,4.620265178307358,"Miyazaki Sangyo-keiei University - Wikipedia, the free encyclopedia",en/articles/m/i/y/Miyazaki_Sangyo-keiei_University_b8c0.html
TF_IDF,5,population nagasaki japan,38,en_articles_m_a_s_Masaaki_Sawanobori_4b27_html,4.618146650016834,"Masaaki Sawanobori - Wikipedia, the free encyclopedia",en/articles/m/a/s/Masaaki_Sawanobori_4b27.html
TF_IDF,5,population nagasaki japan,39,en_articles_s_u_s_Susan_Saegert_2074_html,4.603296319521181,"Susan Saegert - Wikipedia, the free encyclopedia",en/articles/s/u/s/Susan_Saegert_2074.html
TF_IDF,5,population nagasaki japan,40,en_articles_s_u_m_Sumitomo_Rubber_Industries_6190_html,4.591527161911859,"Sumitomo Rubber Industries - Wikipedia, the free encyclopedia",en/articles/s/u/m/Sumitomo_Rubber_Industries_6190.html
TF_IDF,5,population nagasaki japan,41,en_articles_j_a_p_Japanese_whiting_html,4.5765242236215355,"Japanese whiting - Wikipedia, the free encyclopedia",en/articles/j/a/p/Japanese_whiting.html
TF_IDF,5,population nagasaki japan,42,en_articles_s_u_p_Supporters_of_FC_Barcelona_e543_html,4.567915594408961,"Supporters of FC Barcelona - Wikipedia, the free encyclopedia",en/articles/s/u/p/Supporters_of_FC_Barcelona_e543.html
TF_IDF,5,population nagasaki japan,43,en_articles_c_a_m_Camellia_sasanqua_html,4.537630880301201,"Camellia sasanqua - Wikipedia, the free encyclopedia",en/articles/c/a/m/Camellia_sasanqua.html
TF_IDF,5,population nagasaki japan,44,en_articles_f_o_r_Formosan_subterranean_termite_html,4.526399023457368,"Formosan subterranean termite - Wikipedia, the free encyclopedia",en/articles/f/o/r/Formosan_subterranean_termite.html
TF_IDF,5,population nagasaki japan,45,en_articles_c_r_i_Crime_in_Russia_0b0a_html,4.5019067776868145,"Crime in Russia - Wikipedia, the free encyclopedia",en/articles/c/r/i/Crime_in_Russia_0b0a.html
TF_IDF,5,population nagasaki japan,46,en_articles_c_h_a_Charles_Robert_Jenkins_ce81_html,4.483862204293067,"Charles Robert Jenkins - Wikipedia, the free encyclopedia",en/articles/c/h/a/Charles_Robert_Jenkins_ce81.html
TF_IDF,5,population nagasaki japan,47,en_articles_m_o_u_Mount_Pekerebetsu_0cf2_html,4.462103401734709,"Mount Pekerebetsu - Wikipedia, the free encyclopedia",en/articles/m/o/u/Mount_Pekerebetsu_0cf2.html
TF_IDF,5,population nagasaki japan,48,en_articles_m_a_k_Makoto_Kaneko__baseball__37c6_html,4.387014847788227,"Makoto Kaneko (baseball) - Wikipedia, the free encyclopedia",en/articles/m/a/k/Makoto_Kaneko_(baseball)_37c6.html
TF_IDF,5,population nagasaki japan,49,en_articles_b_a_t_Battle_of_Shiojiritoge_0efe_html,4.338344229858649,"Battle of Shiojiritoge - Wikipedia, the free encyclopedia",en/articles/b/a/t/Battle_of_Shiojiritoge_0efe.html
BM25,1,python programming language,0,en_articles_r_o_x_ROX_Desktop_b4f8_html,15.582171476187275,"ROX Desktop - Wikipedia, the free encyclopedia",en/articles/r/o/x/ROX_Desktop_b4f8.html
BM25,1,python programming language,1,en_articles_g_u_o_Guo_Youzhi_8db1_html,11.657096969832697,"Guo Youzhi - Wikipedia, the free encyclopedia",en/articles/g/u/o/Guo_Youzhi_8db1.html
