query,metodo,patron,total_postings,tiempo_seg
high tension movie,con_skip,t1 AND t2 AND t3,818,0.000068287
free iq test,sin_skip,t1 AND t2 AND t3,6172,0.000504477
free iq test,con_skip,t1 AND t2 AND t3,6172,0.000076736
abs cbn news,sin_skip,t1 AND t2 AND t3,361,0.000015152
abs cbn news,con_skip,t1 AND t2 AND t3,361,0.000016269
sarah powers yoga,sin_skip,t1 AND t2 AND t3,130,0.000010613
sarah powers yoga,con_skip,t1 AND t2 AND t3,130,0.000015081
car wash business,sin_skip,t1 AND t2 AND t3,543,0.000088187
car wash business,con_skip,t1 AND t2 AND t3,543,0.000046712
lake shasta houseboat,sin_skip,t1 AND t2 AND t3,105,0.000005726
lake shasta houseboat,con_skip,t1 AND t2 AND t3,105,0.000006563
florida child support,sin_skip,t1 AND t2 AND t3,605,0.000101593
florida child support,con_skip,t1 AND t2 AND t3,605,0.000127568
basal body temperature,sin_skip,t1 AND t2 AND t3,6115,0.000380400
basal body temperature,con_skip,t1 AND t2 AND t3,6115,0.000080577
shawnee smoke pipes,sin_skip,t1 AND t2 AND t3,50,0.000012917
shawnee smoke pipes,con_skip,t1 AND t2 AND t3,50,0.000013685
map western hemisphere,sin_skip,t1 AND t2 AND t3,671,0.000107249
map western hemisphere,con_skip,t1 AND t2 AND t3,671,0.000042034
alive butterfly adoption,sin_skip,t1 AND t2 AND t3,111,0.000032887
alive butterfly adoption,con_skip,t1 AND t2 AND t3,111,0.000025765
cheap airline tickets,sin_skip,t1 AND t2 AND t3,81,0.000015291
cheap airline tickets,con_skip,t1 AND t2 AND t3,81,0.000024159
michael jackson trial,sin_skip,t1 AND t2 AND t3,276,0.000042453
michael jackson trial,con_skip,t1 AND t2 AND t3,276,0.000071081
universal studios florida,sin_skip,t1 AND t2 AND t3,226,0.000039939
universal studios florida,con_skip,t1 AND t2 AND t3,226,0.000043989
canada drug stores,sin_skip,t1 AND t2 AND t3,540,0.000066681
canada drug stores,con_skip,t1 AND t2 AND t3,540,0.000062911
abingdon visitors bureau,sin_skip,t1 AND t2 AND t3,108,0.000010544
abingdon visitors bureau,con_skip,t1 AND t2 AND t3,108,0.000011381
darby wicker gliders,sin_skip,t1 AND t2 AND t3,5,0.000004817
darby wicker gliders,con_skip,t1 AND t2 AND t3,5,0.000006284
georgia superior court,sin_skip,t1 AND t2 AND t3,330,0.000050623
georgia superior court,con_skip,t1 AND t2 AND t3,330,0.000057395
super saiyan raditz,sin_skip,t1 AND t2 AND t3,53,0.000020389
super saiyan raditz,con_skip,t1 AND t2 AND t3,53,0.000016688
la casting network,sin_skip,t1 AND t2 AND t3,498,0.000064796
la casting network,con_skip,t1 AND t2 AND t3,498,0.000069125
hagerstown md escorts,sin_skip,t1 AND t2 AND t3,49,0.000007192
hagerstown md escorts,con_skip,t1 AND t2 AND t3,49,0.000010055
32 tv stand,sin_skip,t1 AND t2 AND t3,6471,0.001108941
32 tv stand,con_skip,t1 AND t2 AND t3,6471,0.000311972
free music downloads,sin_skip,t1 AND t2 AND t3,6823,0.001028225
free music downloads,con_skip,t1 AND t2 AND t3,6823,0.000128825
cinderella man movie,sin_skip,t1 AND t2 AND t3,615,0.000091818
cinderella man movie,con_skip,t1 AND t2 AND t3,615,0.000039032
pioneer photo album,sin_skip,t1 AND t2 AND t3,548,0.000113254
pioneer photo album,con_skip,t1 AND t2 AND t3,548,0.000073524
heart candle tins,sin_skip,t1 AND t2 AND t3,177,0.000008169
heart candle tins,con_skip,t1 AND t2 AND t3,177,0.000009007
universals hard rock,sin_skip,t1 AND t2 AND t3,469,0.000027092
universals hard rock,con_skip,t1 AND t2 AND t3,469,0.000011451
murray st univ,sin_skip,t1 AND t2 AND t3,100,0.000013895
murray st univ,con_skip,t1 AND t2 AND t3,100,0.000014663
soap opera digest,sin_skip,t1 AND t2 AND t3,117,0.000015012
soap opera digest,con_skip,t1 AND t2 AND t3,117,0.000020179
cooper wellness program,sin_skip,t1 AND t2 AND t3,289,0.000012917
cooper wellness program,con_skip,t1 AND t2 AND t3,289,0.000012428
east african standard,sin_skip,t1 AND t2 AND t3,665,0.000113045
east african standard,con_skip,t1 AND t2 AND t3,665,0.000134900
teamsters local 214,sin_skip,t1 AND t2 AND t3,2330,0.000033097
teamsters local 214,con_skip,t1 AND t2 AND t3,2330,0.000026324
milford balloon festival,sin_skip,t1 AND t2 AND t3,100,0.000013685
milford balloon festival,con_skip,t1 AND t2 AND t3,100,0.000018643
michael jackson verdict,sin_skip,t1 AND t2 AND t3,218,0.000024369
michael jackson verdict,con_skip,t1 AND t2 AND t3,218,0.000031351
sansui tv corp,sin_skip,t1 AND t2 AND t3,351,0.000009007
sansui tv corp,con_skip,t1 AND t2 AND t3,351,0.000009985
install internet explorer,sin_skip,t1 AND t2 AND t3,136,0.000014733
install internet explorer,con_skip,t1 AND t2 AND t3,136,0.000047201
edinburgh festival 2005,sin_skip,t1 AND t2 AND t3,1258,0.000231117
edinburgh festival 2005,con_skip,t1 AND t2 AND t3,1258,0.000079181
fort wayne jobs,sin_skip,t1 AND t2 AND t3,106,0.000025625
fort wayne jobs,con_skip,t1 AND t2 AND t3,106,0.000036309
parma ohio taxation,sin_skip,t1 AND t2 AND t3,121,0.000010614
parma ohio taxation,con_skip,t1 AND t2 AND t3,121,0.000013755
pasta salad recipe,sin_skip,t1 AND t2 AND t3,9,0.000006773
pasta salad recipe,con_skip,t1 AND t2 AND t3,9,0.000008519
illinois zip codes,sin_skip,t1 AND t2 AND t3,354,0.000061515
illinois zip codes,con_skip,t1 AND t2 AND t3,354,0.000085814
craftsman garage openers,sin_skip,t1 AND t2 AND t3,26,0.000006214
craftsman garage openers,con_skip,t1 AND t2 AND t3,26,0.000006843
steel pipe fencing,sin_skip,t1 AND t2 AND t3,101,0.000011870
steel pipe fencing,con_skip,t1 AND t2 AND t3,101,0.000017735
public records property,sin_skip,t1 AND t2 AND t3,6422,0.001151185
public records property,con_skip,t1 AND t2 AND t3,6422,0.000344371
criminal histories individual,sin_skip,t1 AND t2 AND t3,229,0.000053904
criminal histories individual,con_skip,t1 AND t2 AND t3,229,0.000040917
paper doll pattern,sin_skip,t1 AND t2 AND t3,212,0.000040986
paper doll pattern,con_skip,t1 AND t2 AND t3,212,0.000035330
lucas county auditor,sin_skip,t1 AND t2 AND t3,352,0.000015431
lucas county auditor,con_skip,t1 AND t2 AND t3,352,0.000016548
tom cruise underwear,sin_skip,t1 AND t2 AND t3,112,0.000026184
tom cruise underwear,con_skip,t1 AND t2 AND t3,112,0.000021366
summer party activities,sin_skip,t1 AND t2 AND t3,763,0.000146839
summer party activities,con_skip,t1 AND t2 AND t3,763,0.000225670
criminal case reporting,sin_skip,t1 AND t2 AND t3,360,0.000049994
criminal case reporting,con_skip,t1 AND t2 AND t3,360,0.000062982
green day pictures,sin_skip,t1 AND t2 AND t3,746,0.000144884
green day pictures,con_skip,t1 AND t2 AND t3,746,0.000156475
free guitar music,sin_skip,t1 AND t2 AND t3,6961,0.001357933
free guitar music,con_skip,t1 AND t2 AND t3,6961,0.001508543
belmont race track,sin_skip,t1 AND t2 AND t3,626,0.000060119
belmont race track,con_skip,t1 AND t2 AND t3,626,0.000051530
21 century bride,sin_skip,t1 AND t2 AND t3,1481,0.000284253
21 century bride,con_skip,t1 AND t2 AND t3,1481,0.000137692
mortal combat forums,sin_skip,t1 AND t2 AND t3,125,0.000013965
mortal combat forums,con_skip,t1 AND t2 AND t3,125,0.000018014
kinetic energy matter,sin_skip,t1 AND t2 AND t3,268,0.000043779
kinetic energy matter,con_skip,t1 AND t2 AND t3,268,0.000037775
utah chat rooms,sin_skip,t1 AND t2 AND t3,108,0.000019062
utah chat rooms,con_skip,t1 AND t2 AND t3,108,0.000028278
free personality tests,sin_skip,t1 AND t2 AND t3,6157,0.001040026
free personality tests,con_skip,t1 AND t2 AND t3,6157,0.000133992
weaver grand slam,sin_skip,t1 AND t2 AND t3,101,0.000033864
weaver grand slam,con_skip,t1 AND t2 AND t3,101,0.000027650
rockwood golf park,sin_skip,t1 AND t2 AND t3,232,0.000022763
rockwood golf park,con_skip,t1 AND t2 AND t3,232,0.000020040
delta sky miles,sin_skip,t1 AND t2 AND t3,388,0.000070662
delta sky miles,con_skip,t1 AND t2 AND t3,388,0.000071639
handicapped permit rules,sin_skip,t1 AND t2 AND t3,182,0.000015640
handicapped permit rules,con_skip,t1 AND t2 AND t3,182,0.000022343
golden palace casino,sin_skip,t1 AND t2 AND t3,104,0.000029466
golden palace casino,con_skip,t1 AND t2 AND t3,104,0.000034773
pretty latina toes,sin_skip,t1 AND t2 AND t3,62,0.000011242
pretty latina toes,con_skip,t1 AND t2 AND t3,62,0.000012987
baltimore car rental,sin_skip,t1 AND t2 AND t3,294,0.000022134
baltimore car rental,con_skip,t1 AND t2 AND t3,294,0.000026184
air trans airways,sin_skip,t1 AND t2 AND t3,273,0.000014663
air trans airways,con_skip,t1 AND t2 AND t3,273,0.000017316
hummingbird bird photos,sin_skip,t1 AND t2 AND t3,873,0.000197531
hummingbird bird photos,con_skip,t1 AND t2 AND t3,873,0.000040637
email angus young,sin_skip,t1 AND t2 AND t3,337,0.000012428
email angus young,con_skip,t1 AND t2 AND t3,337,0.000025555
baby einstein wordsworth,sin_skip,t1 AND t2 AND t3,63,0.000008100
baby einstein wordsworth,con_skip,t1 AND t2 AND t3,63,0.000008169
kids riding lessons,sin_skip,t1 AND t2 AND t3,142,0.000031002
kids riding lessons,con_skip,t1 AND t2 AND t3,142,0.000039171
madagascar 2005 movie,sin_skip,t1 AND t2 AND t3,1394,0.000169462
madagascar 2005 movie,con_skip,t1 AND t2 AND t3,1394,0.000107109
photo mvp upgrade,sin_skip,t1 AND t2 AND t3,123,0.000019620
photo mvp upgrade,con_skip,t1 AND t2 AND t3,123,0.000022972
tony parker bio,sin_skip,t1 AND t2 AND t3,103,0.000023880
tony parker bio,con_skip,t1 AND t2 AND t3,103,0.000029046
oceanside girls softball,sin_skip,t1 AND t2 AND t3,98,0.000011102
oceanside girls softball,con_skip,t1 AND t2 AND t3,98,0.000014244
antique lamp double,sin_skip,t1 AND t2 AND t3,152,0.000011382
antique lamp double,con_skip,t1 AND t2 AND t3,152,0.000015710
beck realty brevard,sin_skip,t1 AND t2 AND t3,15,0.000006284
beck realty brevard,con_skip,t1 AND t2 AND t3,15,0.000007053
st paul weather,sin_skip,t1 AND t2 AND t3,302,0.000027999
st paul weather,con_skip,t1 AND t2 AND t3,302,0.000048038
martin antique arms,sin_skip,t1 AND t2 AND t3,355,0.000069544
martin antique arms,con_skip,t1 AND t2 AND t3,355,0.000054811
virgin mary flags,sin_skip,t1 AND t2 AND t3,129,0.000018783
virgin mary flags,con_skip,t1 AND t2 AND t3,129,0.000040637
vintage engagement rings,sin_skip,t1 AND t2 AND t3,91,0.000022413
vintage engagement rings,con_skip,t1 AND t2 AND t3,91,0.000030513
ken tomlinson contact,sin_skip,t1 AND t2 AND t3,122,0.000010962
ken tomlinson contact,con_skip,t1 AND t2 AND t3,122,0.000014453
free email cards,sin_skip,t1 AND t2 AND t3,6104,0.000070452
free email cards,con_skip,t1 AND t2 AND t3,6104,0.000052019
birth control pills,sin_skip,t1 AND t2 AND t3,756,0.000052996
birth control pills,con_skip,t1 AND t2 AND t3,756,0.000039521
female underwear models,sin_skip,t1 AND t2 AND t3,400,0.000025206
female underwear models,con_skip,t1 AND t2 AND t3,400,0.000017874
st petersburg college,sin_skip,t1 AND t2 AND t3,411,0.000051530
st petersburg college,con_skip,t1 AND t2 AND t3,411,0.000052926
elizabeth reynolds interiors,sin_skip,t1 AND t2 AND t3,64,0.000007541
elizabeth reynolds interiors,con_skip,t1 AND t2 AND t3,64,0.000009217
harris county texas,sin_skip,t1 AND t2 AND t3,541,0.000091050
harris county texas,con_skip,t1 AND t2 AND t3,541,0.000089863
bexar county taxes,sin_skip,t1 AND t2 AND t3,364,0.000011032
bexar county taxes,con_skip,t1 AND t2 AND t3,364,0.000011940
national grant conference,sin_skip,t1 AND t2 AND t3,730,0.000159128
national grant conference,con_skip,t1 AND t2 AND t3,730,0.000094960
finch bird feeders,sin_skip,t1 AND t2 AND t3,90,0.000011801
finch bird feeders,con_skip,t1 AND t2 AND t3,90,0.000011102
dead baby jokes,sin_skip,t1 AND t2 AND t3,204,0.000036727
dead baby jokes,con_skip,t1 AND t2 AND t3,204,0.000038333
cyclone van bar,sin_skip,t1 AND t2 AND t3,304,0.000064168
cyclone van bar,con_skip,t1 AND t2 AND t3,304,0.000049505
childrens songs online,sin_skip,t1 AND t2 AND t3,438,0.000094402
childrens songs online,con_skip,t1 AND t2 AND t3,438,0.000075340
opi nail color,sin_skip,t1 AND t2 AND t3,2159,0.000036448
opi nail color,con_skip,t1 AND t2 AND t3,2159,0.000022553
reverse number search,sin_skip,t1 AND t2 AND t3,6933,0.001653707
reverse number search,con_skip,t1 AND t2 AND t3,6933,0.000542321
fayetteville georgia news,sin_skip,t1 AND t2 AND t3,476,0.000039590
fayetteville georgia news,con_skip,t1 AND t2 AND t3,476,0.000039869
afl cio news,sin_skip,t1 AND t2 AND t3,373,0.000014943
afl cio news,con_skip,t1 AND t2 AND t3,373,0.000017945
breast lift pictures,sin_skip,t1 AND t2 AND t3,131,0.000015711
breast lift pictures,con_skip,t1 AND t2 AND t3,131,0.000024508
nursing government jobs,sin_skip,t1 AND t2 AND t3,594,0.000115837
nursing government jobs,con_skip,t1 AND t2 AND t3,594,0.000052298
hitachi remote control,sin_skip,t1 AND t2 AND t3,343,0.000021715
hitachi remote control,con_skip,t1 AND t2 AND t3,343,0.000021855
kelly blue book,sin_skip,t1 AND t2 AND t3,932,0.000129174
kelly blue book,con_skip,t1 AND t2 AND t3,932,0.000109414
lee roy parnell,sin_skip,t1 AND t2 AND t3,121,0.000015222
lee roy parnell,con_skip,t1 AND t2 AND t3,121,0.000017317
sheriff neil williamson,sin_skip,t1 AND t2 AND t3,66,0.000020458
sheriff neil williamson,con_skip,t1 AND t2 AND t3,66,0.000027580
armed forces bank,sin_skip,t1 AND t2 AND t3,387,0.000085813
armed forces bank,con_skip,t1 AND t2 AND t3,387,0.000111718
washington dc radio,sin_skip,t1 AND t2 AND t3,664,0.000140765
washington dc radio,con_skip,t1 AND t2 AND t3,664,0.000236982
christie parker hale,sin_skip,t1 AND t2 AND t3,48,0.000014245
christie parker hale,con_skip,t1 AND t2 AND t3,48,0.000016688
credit adjustment board,sin_skip,t1 AND t2 AND t3,310,0.000048597
credit adjustment board,con_skip,t1 AND t2 AND t3,310,0.000035051
dudley boy profile,sin_skip,t1 AND t2 AND t3,435,0.000085394
dudley boy profile,con_skip,t1 AND t2 AND t3,435,0.000030094
walking place store,sin_skip,t1 AND t2 AND t3,1113,0.000211356
walking place store,con_skip,t1 AND t2 AND t3,1113,0.000133503
air conditioning filters,sin_skip,t1 AND t2 AND t3,256,0.000015920
air conditioning filters,con_skip,t1 AND t2 AND t3,256,0.000018992
seductive aerobics dvd,sin_skip,t1 AND t2 AND t3,134,0.000009007
seductive aerobics dvd,con_skip,t1 AND t2 AND t3,134,0.000008938
cameo rose rug,sin_skip,t1 AND t2 AND t3,108,0.000012708
cameo rose rug,con_skip,t1 AND t2 AND t3,108,0.000018084
lake geneva boats,sin_skip,t1 AND t2 AND t3,158,0.000020738
lake geneva boats,con_skip,t1 AND t2 AND t3,158,0.000155637
pomeranian puppy rescue,sin_skip,t1 AND t2 AND t3,61,0.000009706
pomeranian puppy rescue,con_skip,t1 AND t2 AND t3,61,0.000012778
clearwater beach hotels,sin_skip,t1 AND t2 AND t3,89,0.000010473
clearwater beach hotels,con_skip,t1 AND t2 AND t3,89,0.000013825
macleod nova scotia,sin_skip,t1 AND t2 AND t3,29,0.000006773
macleod nova scotia,con_skip,t1 AND t2 AND t3,29,0.000007610
long john silvers,sin_skip,t1 AND t2 AND t3,894,0.000040009
long john silvers,con_skip,t1 AND t2 AND t3,894,0.000018573
ohio turnpike commission,sin_skip,t1 AND t2 AND t3,184,0.000020529
ohio turnpike commission,con_skip,t1 AND t2 AND t3,184,0.000014733
dvd player programs,sin_skip,t1 AND t2 AND t3,681,0.000137972
dvd player programs,con_skip,t1 AND t2 AND t3,681,0.000156476
fly fishing videos,sin_skip,t1 AND t2 AND t3,183,0.000044338
fly fishing videos,con_skip,t1 AND t2 AND t3,183,0.000063400
crabtree falls virginia,sin_skip,t1 AND t2 AND t3,174,0.000018852
crabtree falls virginia,con_skip,t1 AND t2 AND t3,174,0.000014594
maxim hometown girl,sin_skip,t1 AND t2 AND t3,158,0.000036587
maxim hometown girl,con_skip,t1 AND t2 AND t3,158,0.000048248
abbott wolves photos,sin_skip,t1 AND t2 AND t3,802,0.000018643
abbott wolves photos,con_skip,t1 AND t2 AND t3,802,0.000022972
pretty ricky pictures,sin_skip,t1 AND t2 AND t3,110,0.000011940
pretty ricky pictures,con_skip,t1 AND t2 AND t3,110,0.000013267
high tension movie,sin_skip,t1 AND t2 AND t3,818,0.000048737
high tension movie,con_skip,t1 AND t2 AND t3,818,0.000070871
red roof inn,sin_skip,t1 AND t2 AND t3,348,0.000025346
red roof inn,con_skip,t1 AND t2 AND t3,348,0.000037635
robert clarence jones,sin_skip,t1 AND t2 AND t3,291,0.000063889
robert clarence jones,con_skip,t1 AND t2 AND t3,291,0.000042313
hobbs news sun,sin_skip,t1 AND t2 AND t3,436,0.000023810
hobbs news sun,con_skip,t1 AND t2 AND t3,436,0.000020040
sport compact tires,sin_skip,t1 AND t2 AND t3,251,0.000015850
sport compact tires,con_skip,t1 AND t2 AND t3,251,0.000018922
real ultimate power,sin_skip,t1 AND t2 AND t3,647,0.000124914
real ultimate power,con_skip,t1 AND t2 AND t3,647,0.000112277
baby shower games,sin_skip,t1 AND t2 AND t3,364,0.000016618
baby shower games,con_skip,t1 AND t2 AND t3,364,0.000015850
auto repair contracts,sin_skip,t1 AND t2 AND t3,923,0.000030513
auto repair contracts,con_skip,t1 AND t2 AND t3,923,0.000039031
north fork bank,sin_skip,t1 AND t2 AND t3,541,0.000028558
north fork bank,con_skip,t1 AND t2 AND t3,541,0.000038682
cute greeting graphics,sin_skip,t1 AND t2 AND t3,51,0.000011032
cute greeting graphics,con_skip,t1 AND t2 AND t3,51,0.000016060
box office gross,sin_skip,t1 AND t2 AND t3,520,0.000102571
box office gross,con_skip,t1 AND t2 AND t3,520,0.000102292
disney free fr,sin_skip,t1 AND t2 AND t3,7039,0.001205787
disney free fr,con_skip,t1 AND t2 AND t3,7039,0.000355054
pan city fl,sin_skip,t1 AND t2 AND t3,819,0.000024368
pan city fl,con_skip,t1 AND t2 AND t3,819,0.000033864
myspace background music,sin_skip,t1 AND t2 AND t3,4092,0.000734407
myspace background music,con_skip,t1 AND t2 AND t3,4092,0.000478433
inn suites tucson,sin_skip,t1 AND t2 AND t3,33,0.000009706
inn suites tucson,con_skip,t1 AND t2 AND t3,33,0.000014245
army knowledge online,sin_skip,t1 AND t2 AND t3,509,0.000126660
army knowledge online,con_skip,t1 AND t2 AND t3,509,0.000159548
work boots florida,sin_skip,t1 AND t2 AND t3,5945,0.000623876
work boots florida,con_skip,t1 AND t2 AND t3,5945,0.000080996
rose screen saver,sin_skip,t1 AND t2 AND t3,164,0.000021296
rose screen saver,con_skip,t1 AND t2 AND t3,164,0.000012917
manhattan kansas crime,sin_skip,t1 AND t2 AND t3,166,0.000031770
manhattan kansas crime,con_skip,t1 AND t2 AND t3,166,0.000047480
crystal park map,sin_skip,t1 AND t2 AND t3,662,0.000136226
crystal park map,con_skip,t1 AND t2 AND t3,662,0.000104596
powder post beetles,sin_skip,t1 AND t2 AND t3,240,0.000012569
powder post beetles,con_skip,t1 AND t2 AND t3,240,0.000014663
brantford ontario canada,sin_skip,t1 AND t2 AND t3,520,0.000064866
brantford ontario canada,con_skip,t1 AND t2 AND t3,520,0.000034842
long island railroad,sin_skip,t1 AND t2 AND t3,743,0.000089654
long island railroad,con_skip,t1 AND t2 AND t3,743,0.000087838
international business lenders,sin_skip,t1 AND t2 AND t3,696,0.000055301
international business lenders,con_skip,t1 AND t2 AND t3,696,0.000022832
seneca lake beach,sin_skip,t1 AND t2 AND t3,167,0.000019551
seneca lake beach,con_skip,t1 AND t2 AND t3,167,0.000018015
free east bay,sin_skip,t1 AND t2 AND t3,6493,0.001105869
free east bay,con_skip,t1 AND t2 AND t3,6493,0.000503429
rockville centre timetable,sin_skip,t1 AND t2 AND t3,198,0.000018085
rockville centre timetable,con_skip,t1 AND t2 AND t3,198,0.000020598
bowling alley systems,sin_skip,t1 AND t2 AND t3,226,0.000027650
bowling alley systems,con_skip,t1 AND t2 AND t3,226,0.000027161
district attorney salary,sin_skip,t1 AND t2 AND t3,525,0.000086791
district attorney salary,con_skip,t1 AND t2 AND t3,525,0.000039660
power lift chairs,sin_skip,t1 AND t2 AND t3,421,0.000014663
power lift chairs,con_skip,t1 AND t2 AND t3,421,0.000020598
free funny videos,sin_skip,t1 AND t2 AND t3,6130,0.000973344
free funny videos,con_skip,t1 AND t2 AND t3,6130,0.000116326
free gospel songs,sin_skip,t1 AND t2 AND t3,6342,0.000719186
free gospel songs,con_skip,t1 AND t2 AND t3,6342,0.000203257
seneca south carolina,sin_skip,t1 AND t2 AND t3,453,0.000017247
seneca south carolina,con_skip,t1 AND t2 AND t3,453,0.000018015
baby showers gift,sin_skip,t1 AND t2 AND t3,113,0.000013267
baby showers gift,con_skip,t1 AND t2 AND t3,113,0.000018224
nba game schedule,sin_skip,t1 AND t2 AND t3,452,0.000067729
nba game schedule,con_skip,t1 AND t2 AND t3,452,0.000048877
free sheet music,sin_skip,t1 AND t2 AND t3,6849,0.001194406
free sheet music,con_skip,t1 AND t2 AND t3,6849,0.000268402
criminal lawyers online,sin_skip,t1 AND t2 AND t3,247,0.000044967
criminal lawyers online,con_skip,t1 AND t2 AND t3,247,0.000046642
kc sports tournaments,sin_skip,t1 AND t2 AND t3,336,0.000035750
kc sports tournaments,con_skip,t1 AND t2 AND t3,336,0.000026184
saturn hazard light,sin_skip,t1 AND t2 AND t3,249,0.000008937
saturn hazard light,con_skip,t1 AND t2 AND t3,249,0.000010963
cell phone directory,sin_skip,t1 AND t2 AND t3,172,0.000039520
cell phone directory,con_skip,t1 AND t2 AND t3,172,0.000041126
resume high school,sin_skip,t1 AND t2 AND t3,1112,0.000200953
resume high school,con_skip,t1 AND t2 AND t3,1112,0.000099638
jewelry display cases,sin_skip,t1 AND t2 AND t3,1164,0.000227905
jewelry display cases,con_skip,t1 AND t2 AND t3,1164,0.000073385
moab utah lodging,sin_skip,t1 AND t2 AND t3,53,0.000014105
moab utah lodging,con_skip,t1 AND t2 AND t3,53,0.000012568
bonnaroo 2005 photos,sin_skip,t1 AND t2 AND t3,1921,0.000146769
bonnaroo 2005 photos,con_skip,t1 AND t2 AND t3,1921,0.000037985
dramatist play service,sin_skip,t1 AND t2 AND t3,794,0.000113115
dramatist play service,con_skip,t1 AND t2 AND t3,794,0.000045525
zona girdle zone,sin_skip,t1 AND t2 AND t3,304,0.000041964
zona girdle zone,con_skip,t1 AND t2 AND t3,304,0.000013895
images chopper bikes,sin_skip,t1 AND t2 AND t3,6053,0.000073245
images chopper bikes,con_skip,t1 AND t2 AND t3,6053,0.000038822
secured visa cards,sin_skip,t1 AND t2 AND t3,88,0.000018224
secured visa cards,con_skip,t1 AND t2 AND t3,88,0.000060118
norton anti virus,sin_skip,t1 AND t2 AND t3,101,0.000015221
norton anti virus,con_skip,t1 AND t2 AND t3,101,0.000024717
stone mountain atlanta,sin_skip,t1 AND t2 AND t3,288,0.000048248
stone mountain atlanta,con_skip,t1 AND t2 AND t3,288,0.000067869
toshiba tablet pc,sin_skip,t1 AND t2 AND t3,68,0.000008588
toshiba tablet pc,con_skip,t1 AND t2 AND t3,68,0.000008658
cyprus credit union,sin_skip,t1 AND t2 AND t3,284,0.000020877
cyprus credit union,con_skip,t1 AND t2 AND t3,284,0.000103340
jumbo litter box,sin_skip,t1 AND t2 AND t3,152,0.000009566
jumbo litter box,con_skip,t1 AND t2 AND t3,152,0.000012219
cat art books,sin_skip,t1 AND t2 AND t3,669,0.000104317
cat art books,con_skip,t1 AND t2 AND t3,669,0.000121772
disney clip art,sin_skip,t1 AND t2 AND t3,330,0.000053974
disney clip art,con_skip,t1 AND t2 AND t3,330,0.000031491
fiber optic solutions,sin_skip,t1 AND t2 AND t3,48,0.000014244
fiber optic solutions,con_skip,t1 AND t2 AND t3,48,0.000019621
gta san andreas,sin_skip,t1 AND t2 AND t3,32,0.000007052
gta san andreas,con_skip,t1 AND t2 AND t3,32,0.000008100
pcs medical solutions,sin_skip,t1 AND t2 AND t3,174,0.000012987
pcs medical solutions,con_skip,t1 AND t2 AND t3,174,0.000016967
john brady sheds,sin_skip,t1 AND t2 AND t3,394,0.000011451
john brady sheds,con_skip,t1 AND t2 AND t3,394,0.000013615
vancouver school district,sin_skip,t1 AND t2 AND t3,1009,0.000168974
vancouver school district,con_skip,t1 AND t2 AND t3,1009,0.000098731
housing authorities doc,sin_skip,t1 AND t2 AND t3,283,0.000057884
housing authorities doc,con_skip,t1 AND t2 AND t3,283,0.000051320
pirates pnc park,sin_skip,t1 AND t2 AND t3,199,0.000013266
pirates pnc park,con_skip,t1 AND t2 AND t3,199,0.000019760
instant karma movie,sin_skip,t1 AND t2 AND t3,242,0.000011731
instant karma movie,con_skip,t1 AND t2 AND t3,242,0.000015292
wells fargo online,sin_skip,t1 AND t2 AND t3,196,0.000021366
wells fargo online,con_skip,t1 AND t2 AND t3,196,0.000023321
candy hemphill christmas,sin_skip,t1 AND t2 AND t3,90,0.000009496
candy hemphill christmas,con_skip,t1 AND t2 AND t3,90,0.000013476
catamaran charters chesapeake,sin_skip,t1 AND t2 AND t3,13,0.000006214
catamaran charters chesapeake,con_skip,t1 AND t2 AND t3,13,0.000007681
loans bad credit,sin_skip,t1 AND t2 AND t3,154,0.000046223
loans bad credit,con_skip,t1 AND t2 AND t3,154,0.000041895
free people locator,sin_skip,t1 AND t2 AND t3,7919,0.000861277
free people locator,con_skip,t1 AND t2 AND t3,7919,0.000203118
costumes theatre oliver,sin_skip,t1 AND t2 AND t3,147,0.000012988
costumes theatre oliver,con_skip,t1 AND t2 AND t3,147,0.000017037
phone number search,sin_skip,t1 AND t2 AND t3,6957,0.001334123
phone number search,con_skip,t1 AND t2 AND t3,6957,0.000531359
spirit sticks manufacturers,sin_skip,t1 AND t2 AND t3,159,0.000052927
spirit sticks manufacturers,con_skip,t1 AND t2 AND t3,159,0.000038683
bedford animal clinic,sin_skip,t1 AND t2 AND t3,204,0.000013685
bedford animal clinic,con_skip,t1 AND t2 AND t3,204,0.000021156
income based apartments,sin_skip,t1 AND t2 AND t3,5949,0.000839840
income based apartments,con_skip,t1 AND t2 AND t3,5949,0.000132945
ethiopian latest news,sin_skip,t1 AND t2 AND t3,432,0.000035820
ethiopian latest news,con_skip,t1 AND t2 AND t3,432,0.000035819
sheri moon website,sin_skip,t1 AND t2 AND t3,899,0.000014314
sheri moon website,con_skip,t1 AND t2 AND t3,899,0.000013336
rigid power tool,sin_skip,t1 AND t2 AND t3,445,0.000077713
rigid power tool,con_skip,t1 AND t2 AND t3,445,0.000041475
green tea gum,sin_skip,t1 AND t2 AND t3,215,0.000021505
green tea gum,con_skip,t1 AND t2 AND t3,215,0.000057186
air sniper rifles,sin_skip,t1 AND t2 AND t3,261,0.000039521
air sniper rifles,con_skip,t1 AND t2 AND t3,261,0.000080856
triple crown trailers,sin_skip,t1 AND t2 AND t3,94,0.000013825
triple crown trailers,con_skip,t1 AND t2 AND t3,94,0.000018643
girl skateboarding hats,sin_skip,t1 AND t2 AND t3,104,0.000007262
