query,patron,total_postings,tiempo_seg,tiempo_seg_str
poughkeepsie journal ny,(t1 OR t2) AND NOT t3,243,"0,000682467",0.000682467
richmond trading post,(t1 OR t2) AND NOT t3,317,"0,001254100",0.001254100
sutter gould foundation,(t1 OR t2) AND NOT t3,96,"0,000688054",0.000688054
anthony design originals,(t1 OR t2) AND NOT t3,309,"0,000873128",0.000873128
teaching jobs california,(t1 OR t2) AND NOT t3,469,"0,001052615",0.001052615
newberry county library,(t1 OR t2) AND NOT t3,471,"0,001512505",0.001512505
clipper vacuum pets,(t1 OR t2) AND NOT t3,36,"0,000565976",0.000565976
benjamin moore dealers,(t1 OR t2) AND NOT t3,84,"0,000556408",0.000556408
pokemon emerald version,(t1 OR t2) AND NOT t3,365,"0,001220857",0.001220857
madagascar 2005 movie,(t1 OR t2) AND NOT t3,1394,"0,006755952",0.006755952
cheap air fare,(t1 OR t2) AND NOT t3,266,"0,000500606",0.000500606
las vegas limo,(t1 OR t2) AND NOT t3,42,"0,000400667",0.000400667
la convention center,(t1 OR t2) AND NOT t3,3348,"0,001661052",0.001661052
sears drier repair,(t1 OR t2) AND NOT t3,36,"0,000408558",0.000408558
high school code,(t1 OR t2) AND NOT t3,1517,"0,000987594",0.000987594
plymouth ma campgrounds,(t1 OR t2) AND NOT t3,91,"0,000423434",0.000423434
sara lee cheesecake,(t1 OR t2) AND NOT t3,102,"0,000442779",0.000442779
dr seuss books,(t1 OR t2) AND NOT t3,377,"0,000759290",0.000759290
house number tiles,(t1 OR t2) AND NOT t3,1287,"0,000999606",0.000999606
investigations math program,(t1 OR t2) AND NOT t3,333,"0,000551310",0.000551310
free credit report,(t1 OR t2) AND NOT t3,12136,"0,004854025",0.004854025
illinois child support,(t1 OR t2) AND NOT t3,579,"0,000714174",0.000714174
northwest washington golf,(t1 OR t2) AND NOT t3,401,"0,000790020",0.000790020
night club lighting,(t1 OR t2) AND NOT t3,540,"0,000606832",0.000606832
morning glory flowers,(t1 OR t2) AND NOT t3,187,"0,000483216",0.000483216
woods county newspaper,(t1 OR t2) AND NOT t3,507,"0,000544326",0.000544326
engineering undergraduate rankings,(t1 OR t2) AND NOT t3,193,"0,000418406",0.000418406
loose 20 lbs,(t1 OR t2) AND NOT t3,1550,"0,001230983",0.001230983
broken heated lyrics,(t1 OR t2) AND NOT t3,184,"0,000464360",0.000464360
birthday party invitations,(t1 OR t2) AND NOT t3,336,"0,000675414",0.000675414
pacific coastal airlines,(t1 OR t2) AND NOT t3,162,"0,005920747",0.005920747
madagascar 2005 movie,(t1 OR t2) AND NOT t3,1394,"0,000951488",0.000951488
effective teaching strategies,(t1 OR t2) AND NOT t3,239,"0,000662633",0.000662633
finley fine jewelry,(t1 OR t2) AND NOT t3,88,"0,000483566",0.000483566
real estate values,(t1 OR t2) AND NOT t3,387,"0,000611092",0.000611092
male bank checks,(t1 OR t2) AND NOT t3,353,"0,000518695",0.000518695
shenandoah village nj,(t1 OR t2) AND NOT t3,446,"0,000525958",0.000525958
mississippi beach rental,(t1 OR t2) AND NOT t3,121,"0,000489851",0.000489851
open mail account,(t1 OR t2) AND NOT t3,448,"0,000800635",0.000800635
cheap digital cameras,(t1 OR t2) AND NOT t3,219,"0,000599638",0.000599638
movie soundtrack lyrics,(t1 OR t2) AND NOT t3,356,"0,000552567",0.000552567
engagement ring settings,(t1 OR t2) AND NOT t3,130,"0,000551170",0.000551170
baby shower ideas,(t1 OR t2) AND NOT t3,152,"0,000584763",0.000584763
donna kelsey prints,(t1 OR t2) AND NOT t3,21,"0,000710263",0.000710263
john davidson incredible,(t1 OR t2) AND NOT t3,399,"0,000871592",0.000871592
nyc road test,(t1 OR t2) AND NOT t3,393,"0,000811391",0.000811391
mountain bike frame,(t1 OR t2) AND NOT t3,183,"0,000577430",0.000577430
northwestern memorial hospital,(t1 OR t2) AND NOT t3,199,"0,000468410",0.000468410
kerala royal family,(t1 OR t2) AND NOT t3,945,"0,001420945",0.001420945
nyc engine 70,(t1 OR t2) AND NOT t3,410,"0,000804685",0.000804685
oscillating roller diagrams,(t1 OR t2) AND NOT t3,24,"0,000701114",0.000701114
picadilly circus statue,(t1 OR t2) AND NOT t3,63,"0,002959780",0.002959780
2006 chevy tahoe,(t1 OR t2) AND NOT t3,1450,"0,001005682",0.001005682
united prayer ministries,(t1 OR t2) AND NOT t3,204,"0,000474906",0.000474906
barrel racing distance,(t1 OR t2) AND NOT t3,249,"0,000683585",0.000683585
free credit report,(t1 OR t2) AND NOT t3,12136,"0,006431270",0.006431270
illinois springfield news,(t1 OR t2) AND NOT t3,493,"0,000712637",0.000712637
sarasota county jail,(t1 OR t2) AND NOT t3,366,"0,000659979",0.000659979
nationwide business credit,(t1 OR t2) AND NOT t3,386,"0,000681700",0.000681700
bio diesel machine,(t1 OR t2) AND NOT t3,179,"0,000557456",0.000557456
sweet banana peppers,(t1 OR t2) AND NOT t3,38,"0,000394590",0.000394590
parker fountain pens,(t1 OR t2) AND NOT t3,48,"0,000397873",0.000397873
good love quotes,(t1 OR t2) AND NOT t3,621,"0,000905952",0.000905952
big sister shirt,(t1 OR t2) AND NOT t3,551,"0,001255986",0.001255986
crash 2005 movie,(t1 OR t2) AND NOT t3,1403,"0,001377226",0.001377226
chase platinum mastercard,(t1 OR t2) AND NOT t3,69,"0,000578407",0.000578407
oak hill florida,(t1 OR t2) AND NOT t3,266,"0,000826965",0.000826965
texas news paper,(t1 OR t2) AND NOT t3,635,"0,000914961",0.000914961
italian coffee tables,(t1 OR t2) AND NOT t3,263,"0,000490479",0.000490479
china war pictures,(t1 OR t2) AND NOT t3,705,"0,000804267",0.000804267
teletubbies birthday decorations,(t1 OR t2) AND NOT t3,90,"0,000627783",0.000627783
tulsa oklahoma singles,(t1 OR t2) AND NOT t3,240,"0,000525609",0.000525609
puerto rican flag,(t1 OR t2) AND NOT t3,1259,"0,004856609",0.004856609
african cayenne pepper,(t1 OR t2) AND NOT t3,83,"0,000471483",0.000471483
shrewd precision archery,(t1 OR t2) AND NOT t3,29,"0,000658582",0.000658582
pixies live photos,(t1 OR t2) AND NOT t3,1151,"0,000847358",0.000847358
apex beauty supply,(t1 OR t2) AND NOT t3,140,"0,000481121",0.000481121
michael jackson trial,(t1 OR t2) AND NOT t3,276,"0,000830246",0.000830246
wood stove hearths,(t1 OR t2) AND NOT t3,104,"0,000565278",0.000565278
corsair memory voltage,(t1 OR t2) AND NOT t3,111,"0,000639936",0.000639936
cinderella wedding decorations,(t1 OR t2) AND NOT t3,78,"0,000441103",0.000441103
high tension movie,(t1 OR t2) AND NOT t3,818,"0,000735405",0.000735405
paris hilton butt,(t1 OR t2) AND NOT t3,173,"0,000769557",0.000769557
father day poems,(t1 OR t2) AND NOT t3,830,"0,000726536",0.000726536
atlantic city hotels,(t1 OR t2) AND NOT t3,828,"0,000834228",0.000834228
hot springs rentals,(t1 OR t2) AND NOT t3,135,"0,000476582",0.000476582
high hopes foundation,(t1 OR t2) AND NOT t3,715,"0,000813485",0.000813485
softball slide pads,(t1 OR t2) AND NOT t3,34,"0,000690778",0.000690778
hub city bearing,(t1 OR t2) AND NOT t3,811,"0,000922993",0.000922993
ll bean kids,(t1 OR t2) AND NOT t3,71,"0,000436215",0.000436215
golf equipment ratings,(t1 OR t2) AND NOT t3,216,"0,000540974",0.000540974
cellular phone frequency,(t1 OR t2) AND NOT t3,159,"0,000527145",0.000527145
united kingdom food,(t1 OR t2) AND NOT t3,660,"0,001190337",0.001190337
richie havens 1971,(t1 OR t2) AND NOT t3,308,"0,003881586",0.003881586
florida birth certificate,(t1 OR t2) AND NOT t3,628,"0,000941011",0.000941011
callaway golf clubs,(t1 OR t2) AND NOT t3,241,"0,000647408",0.000647408
cleveland obituaries online,(t1 OR t2) AND NOT t3,221,"0,000649504",0.000649504
doctoral program rankings,(t1 OR t2) AND NOT t3,293,"0,001581994",0.001581994
divorce north carolina,(t1 OR t2) AND NOT t3,479,"0,001046259",0.001046259
phil smart seattle,(t1 OR t2) AND NOT t3,68,"0,000402133",0.000402133
detroit frame company,(t1 OR t2) AND NOT t3,535,"0,000608508",0.000608508
number cancel aol,(t1 OR t2) AND NOT t3,870,"0,000966433",0.000966433
instant message catcher,(t1 OR t2) AND NOT t3,121,"0,000457725",0.000457725
baby toggle board,(t1 OR t2) AND NOT t3,312,"0,000557665",0.000557665
west nile virus,(t1 OR t2) AND NOT t3,456,"0,000718365",0.000718365
hard rock cafe,(t1 OR t2) AND NOT t3,490,"0,000630716",0.000630716
missing teen aruba,(t1 OR t2) AND NOT t3,231,"0,001218133",0.001218133
noisy neighbors movie,(t1 OR t2) AND NOT t3,252,"0,000680233",0.000680233
antique royal decorations,(t1 OR t2) AND NOT t3,132,"0,000530498",0.000530498
cigars arturo fuente,(t1 OR t2) AND NOT t3,8,"0,000434608",0.000434608
harley davidson merchandise,(t1 OR t2) AND NOT t3,21,"0,000413587",0.000413587
crash 2005 movie,(t1 OR t2) AND NOT t3,1403,"0,001038577",0.001038577
catherine zeta jones,(t1 OR t2) AND NOT t3,124,"0,000465408",0.000465408
fairytale wedding gowns,(t1 OR t2) AND NOT t3,51,"0,000511711",0.000511711
thomasville housing authority,(t1 OR t2) AND NOT t3,271,"0,002786020",0.002786020
bastrop county news,(t1 OR t2) AND NOT t3,686,"0,000809086",0.000809086
residential phone numbers,(t1 OR t2) AND NOT t3,294,"0,000545722",0.000545722
john jay college,(t1 OR t2) AND NOT t3,708,"0,000866005",0.000866005
window media player,(t1 OR t2) AND NOT t3,12485,"0,007054026",0.007054026
sc job securities,(t1 OR t2) AND NOT t3,161,"0,000679185",0.000679185
arkansas auto salvage,(t1 OR t2) AND NOT t3,912,"0,000827943",0.000827943
cha cha slide,(t1 OR t2) AND NOT t3,35,"0,000433980",0.000433980
time difference charts,(t1 OR t2) AND NOT t3,1619,"0,001026355",0.001026355
carrie underwood lyrics,(t1 OR t2) AND NOT t3,91,"0,000470646",0.000470646
philadelphia international airport,(t1 OR t2) AND NOT t3,528,"0,000697273",0.000697273
ulead photo explorer,(t1 OR t2) AND NOT t3,116,"0,000541043",0.000541043
charles jackson stewart,(t1 OR t2) AND NOT t3,278,"0,000549005",0.000549005
aol talk sessions,(t1 OR t2) AND NOT t3,6102,"0,002571614",0.002571614
reinhardt pipes cracking,(t1 OR t2) AND NOT t3,25,"0,000509546",0.000509546
scenic stream photos,(t1 OR t2) AND NOT t3,836,"0,000781081",0.000781081
free contract template,(t1 OR t2) AND NOT t3,12219,"0,004354466",0.004354466
mens sort shirts,(t1 OR t2) AND NOT t3,72,"0,000502701",0.000502701
national treasure movie,(t1 OR t2) AND NOT t3,784,"0,000666404",0.000666404
matt campbell 2005,(t1 OR t2) AND NOT t3,1187,"0,000849383",0.000849383
african wall hangings,(t1 OR t2) AND NOT t3,161,"0,000577919",0.000577919
anchor inn michigan,(t1 OR t2) AND NOT t3,156,"0,006118950",0.006118950
san antonio spurs,(t1 OR t2) AND NOT t3,51,"0,000453325",0.000453325
romanian online translator,(t1 OR t2) AND NOT t3,219,"0,000601384",0.000601384
argo corn starch,(t1 OR t2) AND NOT t3,14,"0,000478327",0.000478327
hackensack nj ems,(t1 OR t2) AND NOT t3,33,"0,000495019",0.000495019
rapides general hospital,(t1 OR t2) AND NOT t3,6158,"0,002658563",0.002658563
marine ul inverter,(t1 OR t2) AND NOT t3,6107,"0,003049733",0.003049733
pulsed signal therapy,(t1 OR t2) AND NOT t3,94,"0,000461287",0.000461287
max bair boxer,(t1 OR t2) AND NOT t3,69,"0,000398222",0.000398222
anti anxiety drugs,(t1 OR t2) AND NOT t3,101,"0,000422666",0.000422666
garden pot feet,(t1 OR t2) AND NOT t3,225,"0,000445922",0.000445922
kelly blue book,(t1 OR t2) AND NOT t3,932,"0,000700625",0.000700625
florida beach campgrounds,(t1 OR t2) AND NOT t3,206,"0,000464919",0.000464919
johnny deep pitchers,(t1 OR t2) AND NOT t3,145,"0,000507171",0.000507171
camping coffee makers,(t1 OR t2) AND NOT t3,57,"0,000420571",0.000420571
dallas news paper,(t1 OR t2) AND NOT t3,515,"0,000595657",0.000595657
endless summer hydrangea,(t1 OR t2) AND NOT t3,342,"0,000550820",0.000550820
american airlines vacations,(t1 OR t2) AND NOT t3,866,"0,000743437",0.000743437
erase internet history,(t1 OR t2) AND NOT t3,1320,"0,000845053",0.000845053
escaping scarf hold,(t1 OR t2) AND NOT t3,172,"0,000459052",0.000459052
john dillon day,(t1 OR t2) AND NOT t3,863,"0,000659490",0.000659490
pagan music radio,(t1 OR t2) AND NOT t3,1068,"0,004021893",0.004021893
high tension movie,(t1 OR t2) AND NOT t3,818,"0,000727094",0.000727094
hospital admissions office,(t1 OR t2) AND NOT t3,463,"0,000549424",0.000549424
ohio dui laws,(t1 OR t2) AND NOT t3,213,"0,000447529",0.000447529
almond oil dist,(t1 OR t2) AND NOT t3,81,"0,000391238",0.000391238
kelly blue book,(t1 OR t2) AND NOT t3,932,"0,000686239",0.000686239
rachel mcadams interviews,(t1 OR t2) AND NOT t3,76,"0,000460099",0.000460099
cdn pocket thermometers,(t1 OR t2) AND NOT t3,31,"0,000430838",0.000430838
london travel fares,(t1 OR t2) AND NOT t3,521,"0,000635675",0.000635675
time zone maps,(t1 OR t2) AND NOT t3,2529,"0,001286575",0.001286575
travis barker pictures,(t1 OR t2) AND NOT t3,101,"0,000477839",0.000477839
cinderella man movie,(t1 OR t2) AND NOT t3,615,"0,000619054",0.000619054
churches isn pittsburgh,(t1 OR t2) AND NOT t3,146,"0,000577919",0.000577919
key lime slush,(t1 OR t2) AND NOT t3,191,"0,000461636",0.000461636
east coast vacations,(t1 OR t2) AND NOT t3,509,"0,000617377",0.000617377
cute greeting graphics,(t1 OR t2) AND NOT t3,51,"0,000475045",0.000475045
texas workforce center,(t1 OR t2) AND NOT t3,3172,"0,001491973",0.001491973
fort riley ks,(t1 OR t2) AND NOT t3,63,"0,000479934",0.000479934
summer reading programs,(t1 OR t2) AND NOT t3,686,"0,000803359",0.000803359
madagascar 2005 movie,(t1 OR t2) AND NOT t3,1394,"0,001118124",0.001118124
avon ohio schools,(t1 OR t2) AND NOT t3,377,"0,000748396",0.000748396
pretty boy floyd,(t1 OR t2) AND NOT t3,137,"0,005296805",0.005296805
resin patio furniture,(t1 OR t2) AND NOT t3,26,"0,000644195",0.000644195
layer cake movie,(t1 OR t2) AND NOT t3,271,"0,000647758",0.000647758
yogi bear audio,(t1 OR t2) AND NOT t3,167,"0,000625409",0.000625409
roman tub faucets,(t1 OR t2) AND NOT t3,112,"0,000767601",0.000767601
poisonous flowers children,(t1 OR t2) AND NOT t3,466,"0,000538808",0.000538808
traverse city casinos,(t1 OR t2) AND NOT t3,780,"0,001250329",0.001250329
break dancing videos,(t1 OR t2) AND NOT t3,242,"0,000557805",0.000557805
riding lawn mowers,(t1 OR t2) AND NOT t3,77,"0,000486918",0.000486918
ogilvie train station,(t1 OR t2) AND NOT t3,426,"0,000522955",0.000522955
iris folding instructions,(t1 OR t2) AND NOT t3,45,"0,000385791",0.000385791
olive oil bottles,(t1 OR t2) AND NOT t3,125,"0,000600547",0.000600547
sherwin williams paint,(t1 OR t2) AND NOT t3,116,"0,000652018",0.000652018
canadian free stuff,(t1 OR t2) AND NOT t3,6288,"0,002551081",0.002551081
cd storage table,(t1 OR t2) AND NOT t3,5593,"0,002251472",0.002251472
proper wedding addressing,(t1 OR t2) AND NOT t3,147,"0,000618146",0.000618146
car driving games,(t1 OR t2) AND NOT t3,596,"0,000724092",0.000724092
free car manuals,(t1 OR t2) AND NOT t3,6271,"0,003660615",0.003660615
st john chatham,(t1 OR t2) AND NOT t3,458,"0,000547887",0.000547887
kingston city schools,(t1 OR t2) AND NOT t3,1051,"0,001664963",0.001664963
american athletic club,(t1 OR t2) AND NOT t3,1174,"0,000916917",0.000916917
university hospital cleveland,(t1 OR t2) AND NOT t3,753,"0,005876748",0.005876748
airborne express tracking,(t1 OR t2) AND NOT t3,76,"0,000346611",0.000346611
bakery dallas texas,(t1 OR t2) AND NOT t3,220,"0,000374966",0.000374966
leon county schools,(t1 OR t2) AND NOT t3,628,"0,000707819",0.000707819
xiao yao wan,(t1 OR t2) AND NOT t3,12,"0,000664239",0.000664239
furniture liquidators showroom,(t1 OR t2) AND NOT t3,21,"0,000547957",0.000547957
cinderella man movie,(t1 OR t2) AND NOT t3,615,"0,000624292",0.000624292
columbia yacht club,(t1 OR t2) AND NOT t3,379,"0,000552986",0.000552986
texas university baseball,(t1 OR t2) AND NOT t3,865,"0,000747348",0.000747348
download windows xp,(t1 OR t2) AND NOT t3,137,"0,000578268",0.000578268
peoria bicycle club,(t1 OR t2) AND NOT t3,338,"0,000717527",0.000717527
breckenridge high school,(t1 OR t2) AND NOT t3,1098,"0,000911470",0.000911470
harbor freight tools,(t1 OR t2) AND NOT t3,87,"0,000542650",0.000542650
hot dog carts,(t1 OR t2) AND NOT t3,162,"0,000521209",0.000521209
alan brett hutchison,(t1 OR t2) AND NOT t3,42,"0,000636653",0.000636653
high school pictures,(t1 OR t2) AND NOT t3,1183,"0,001012038",0.001012038
free vegan recipes,(t1 OR t2) AND NOT t3,6052,"0,003251917",0.003251917
grand rapids press,(t1 OR t2) AND NOT t3,337,"0,000513597",0.000513597
virginia court cases,(t1 OR t2) AND NOT t3,410,"0,000531825",0.000531825
free credit report,(t1 OR t2) AND NOT t3,12136,"0,005607309",0.005607309
bad medicine lyrics,(t1 OR t2) AND NOT t3,271,"0,000805035",0.000805035
courier business rates,(t1 OR t2) AND NOT t3,368,"0,006570669",0.006570669
jim lee art,(t1 OR t2) AND NOT t3,405,"0,000721437",0.000721437
tampa express permits,(t1 OR t2) AND NOT t3,74,"0,000737501",0.000737501
ho scale autos,(t1 OR t2) AND NOT t3,112,"0,000518415",0.000518415
free people finder,(t1 OR t2) AND NOT t3,8002,"0,004572084",0.004572084
las vegas outlet,(t1 OR t2) AND NOT t3,53,"0,000515342",0.000515342
infant ear infections,(t1 OR t2) AND NOT t3,56,"0,000490131",0.000490131
barrow county sheriff,(t1 OR t2) AND NOT t3,367,"0,000673458",0.000673458
racing stripes movie,(t1 OR t2) AND NOT t3,314,"0,000828850",0.000828850
soap opera central,(t1 OR t2) AND NOT t3,419,"0,000689591",0.000689591
artificial sweeteners pancreas,(t1 OR t2) AND NOT t3,46,"0,000508358",0.000508358
west orange highschool,(t1 OR t2) AND NOT t3,497,"0,000725139",0.000725139
celebrity lookalikes olsen,(t1 OR t2) AND NOT t3,25,"0,000457237",0.000457237
willow grove bank,(t1 OR t2) AND NOT t3,117,"0,000836951",0.000836951
female skeleton drawing,(t1 OR t2) AND NOT t3,393,"0,000693153",0.000693153
lehigh valley pennsylvania,(t1 OR t2) AND NOT t3,202,"0,000624850",0.000624850
stress crisis kansas,(t1 OR t2) AND NOT t3,140,"0,000533431",0.000533431
jimmie johnson photos,(t1 OR t2) AND NOT t3,875,"0,001203327",0.001203327
kitchen design ideas,(t1 OR t2) AND NOT t3,363,"0,001078874",0.001078874
columbia bicycle parts,(t1 OR t2) AND NOT t3,358,"0,000644405",0.000644405
brandywine youth club,(t1 OR t2) AND NOT t3,438,"0,000634488",0.000634488
tennessee divorce law,(t1 OR t2) AND NOT t3,432,"0,004490862",0.004490862
north coast logistics,(t1 OR t2) AND NOT t3,578,"0,000785620",0.000785620
cheap xbox 360,(t1 OR t2) AND NOT t3,65,"0,000516740",0.000516740
cinderella man movie,(t1 OR t2) AND NOT t3,615,"0,000954770",0.000954770
latin teens exploited,(t1 OR t2) AND NOT t3,163,"0,000674575",0.000674575
amarillo global news,(t1 OR t2) AND NOT t3,435,"0,001017904",0.001017904
tropical malady movie,(t1 OR t2) AND NOT t3,283,"0,000669896",0.000669896
volkswagen beetle convertible,(t1 OR t2) AND NOT t3,10,"0,000458913",0.000458913
paoli breast center,(t1 OR t2) AND NOT t3,3014,"0,001749957",0.001749957
grill replacement parts,(t1 OR t2) AND NOT t3,326,"0,000672201",0.000672201
native florida snakes,(t1 OR t2) AND NOT t3,341,"0,000636932",0.000636932
dominion inspection company,(t1 OR t2) AND NOT t3,472,"0,000629459",0.000629459
factory wheel replica,(t1 OR t2) AND NOT t3,114,"0,000793861",0.000793861
hypertension renal disease,(t1 OR t2) AND NOT t3,99,"0,000547259",0.000547259
yahoo hot job,(t1 OR t2) AND NOT t3,234,"0,000603758",0.000603758
african bell plant,(t1 OR t2) AND NOT t3,317,"0,000566953",0.000566953
concord independent tribune,(t1 OR t2) AND NOT t3,283,"0,000605644",0.000605644
delete aol history,(t1 OR t2) AND NOT t3,1235,"0,001499096",0.001499096
custom truck gallery,(t1 OR t2) AND NOT t3,202,"0,000617238",0.000617238
insane aquarium deluxe,(t1 OR t2) AND NOT t3,34,"0,000456818",0.000456818
park falls wi,(t1 OR t2) AND NOT t3,250,"0,000622895",0.000622895
aggression replacement training,(t1 OR t2) AND NOT t3,264,"0,003692392",0.003692392
jennifer lee reports,(t1 OR t2) AND NOT t3,204,"0,000519742",0.000519742
christian school accreditation,(t1 OR t2) AND NOT t3,696,"0,000852247",0.000852247
chop onions peppers,(t1 OR t2) AND NOT t3,9,"0,000427345",0.000427345
madison international speedway,(t1 OR t2) AND NOT t3,434,"0,000951488",0.000951488
jessica simpsons video,(t1 OR t2) AND NOT t3,296,"0,000640075",0.000640075
cheap airline tickets,(t1 OR t2) AND NOT t3,81,"0,000475185",0.000475185
kragen auto parts,(t1 OR t2) AND NOT t3,1128,"0,001185588",0.001185588
dsl high speed,(t1 OR t2) AND NOT t3,723,"0,001003448",0.001003448
illinois vital statistics,(t1 OR t2) AND NOT t3,446,"0,000620590",0.000620590
hip hop honey,(t1 OR t2) AND NOT t3,140,"0,000572261",0.000572261
free printer drivers,(t1 OR t2) AND NOT t3,6096,"0,003729755",0.003729755
paramedic national registry,(t1 OR t2) AND NOT t3,586,"0,001149341",0.001149341
john singer sargent,(t1 OR t2) AND NOT t3,592,"0,000752167",0.000752167
animal shelters clermont,(t1 OR t2) AND NOT t3,183,"0,000648875",0.000648875
providence square fairfax,(t1 OR t2) AND NOT t3,386,"0,000630158",0.000630158
free game downloads,(t1 OR t2) AND NOT t3,6415,"0,003489160",0.003489160
high tension movie,(t1 OR t2) AND NOT t3,818,"0,000798959",0.000798959
free iq test,(t1 OR t2) AND NOT t3,6172,"0,002959500",0.002959500
abs cbn news,(t1 OR t2) AND NOT t3,361,"0,000630157",0.000630157
sarah powers yoga,(t1 OR t2) AND NOT t3,130,"0,000542370",0.000542370
car wash business,(t1 OR t2) AND NOT t3,543,"0,006005951",0.006005951
lake shasta houseboat,(t1 OR t2) AND NOT t3,105,"0,000525190",0.000525190
florida child support,(t1 OR t2) AND NOT t3,605,"0,000696785",0.000696785
basal body temperature,(t1 OR t2) AND NOT t3,6115,"0,003201772",0.003201772
shawnee smoke pipes,(t1 OR t2) AND NOT t3,50,"0,000504517",0.000504517
map western hemisphere,(t1 OR t2) AND NOT t3,671,"0,000768789",0.000768789
alive butterfly adoption,(t1 OR t2) AND NOT t3,111,"0,000473579",0.000473579
cheap airline tickets,(t1 OR t2) AND NOT t3,81,"0,003642945",0.003642945
michael jackson trial,(t1 OR t2) AND NOT t3,276,"0,000512828",0.000512828
universal studios florida,(t1 OR t2) AND NOT t3,226,"0,003670602",0.003670602
canada drug stores,(t1 OR t2) AND NOT t3,540,"0,000673528",0.000673528
abingdon visitors bureau,(t1 OR t2) AND NOT t3,108,"0,000463103",0.000463103
darby wicker gliders,(t1 OR t2) AND NOT t3,5,"0,000442640",0.000442640
georgia superior court,(t1 OR t2) AND NOT t3,330,"0,000609276",0.000609276
super saiyan raditz,(t1 OR t2) AND NOT t3,53,"0,003541889",0.003541889
la casting network,(t1 OR t2) AND NOT t3,498,"0,000680373",0.000680373
hagerstown md escorts,(t1 OR t2) AND NOT t3,49,"0,000469319",0.000469319
32 tv stand,(t1 OR t2) AND NOT t3,6471,"0,006204783",0.006204783
free music downloads,(t1 OR t2) AND NOT t3,6823,"0,009329103",0.009329103
cinderella man movie,(t1 OR t2) AND NOT t3,615,"0,000728491",0.000728491
pioneer photo album,(t1 OR t2) AND NOT t3,548,"0,000732612",0.000732612
heart candle tins,(t1 OR t2) AND NOT t3,177,"0,004959132",0.004959132
universals hard rock,(t1 OR t2) AND NOT t3,469,"0,000646081",0.000646081
murray st univ,(t1 OR t2) AND NOT t3,100,"0,001504404",0.001504404
soap opera digest,(t1 OR t2) AND NOT t3,117,"0,000528822",0.000528822
cooper wellness program,(t1 OR t2) AND NOT t3,289,"0,000565626",0.000565626
east african standard,(t1 OR t2) AND NOT t3,665,"0,000758104",0.000758104
teamsters local 214,(t1 OR t2) AND NOT t3,2330,"0,001393499",0.001393499
milford balloon festival,(t1 OR t2) AND NOT t3,100,"0,000473299",0.000473299
michael jackson verdict,(t1 OR t2) AND NOT t3,218,"0,000561715",0.000561715
sansui tv corp,(t1 OR t2) AND NOT t3,351,"0,000607880",0.000607880
install internet explorer,(t1 OR t2) AND NOT t3,136,"0,000477489",0.000477489
edinburgh festival 2005,(t1 OR t2) AND NOT t3,1258,"0,000981868",0.000981868
fort wayne jobs,(t1 OR t2) AND NOT t3,106,"0,000781639",0.000781639
parma ohio taxation,(t1 OR t2) AND NOT t3,121,"0,000491527",0.000491527
pasta salad recipe,(t1 OR t2) AND NOT t3,9,"0,000432164",0.000432164
illinois zip codes,(t1 OR t2) AND NOT t3,354,"0,000645382",0.000645382
craftsman garage openers,(t1 OR t2) AND NOT t3,26,"0,000453186",0.000453186
steel pipe fencing,(t1 OR t2) AND NOT t3,101,"0,000489851",0.000489851
public records property,(t1 OR t2) AND NOT t3,6422,"0,010647246",0.010647246
criminal histories individual,(t1 OR t2) AND NOT t3,229,"0,000675343",0.000675343
paper doll pattern,(t1 OR t2) AND NOT t3,212,"0,000580642",0.000580642
lucas county auditor,(t1 OR t2) AND NOT t3,352,"0,006889344",0.006889344
tom cruise underwear,(t1 OR t2) AND NOT t3,112,"0,000485172",0.000485172
summer party activities,(t1 OR t2) AND NOT t3,763,"0,001164287",0.001164287
criminal case reporting,(t1 OR t2) AND NOT t3,360,"0,000580712",0.000580712
green day pictures,(t1 OR t2) AND NOT t3,746,"0,000794280",0.000794280
free guitar music,(t1 OR t2) AND NOT t3,6961,"0,006887041",0.006887041
belmont race track,(t1 OR t2) AND NOT t3,626,"0,003757971",0.003757971
21 century bride,(t1 OR t2) AND NOT t3,1481,"0,001160795",0.001160795
mortal combat forums,(t1 OR t2) AND NOT t3,125,"0,000541252",0.000541252
kinetic energy matter,(t1 OR t2) AND NOT t3,268,"0,003633308",0.003633308
utah chat rooms,(t1 OR t2) AND NOT t3,108,"0,000713336",0.000713336
free personality tests,(t1 OR t2) AND NOT t3,6157,"0,006304792",0.006304792
weaver grand slam,(t1 OR t2) AND NOT t3,101,"0,000845193",0.000845193
rockwood golf park,(t1 OR t2) AND NOT t3,232,"0,000567024",0.000567024
delta sky miles,(t1 OR t2) AND NOT t3,388,"0,003792890",0.003792890
handicapped permit rules,(t1 OR t2) AND NOT t3,182,"0,003578693",0.003578693
golden palace casino,(t1 OR t2) AND NOT t3,104,"0,000546071",0.000546071
pretty latina toes,(t1 OR t2) AND NOT t3,62,"0,000807829",0.000807829
baltimore car rental,(t1 OR t2) AND NOT t3,294,"0,002732663",0.002732663
air trans airways,(t1 OR t2) AND NOT t3,273,"0,001839770",0.001839770
hummingbird bird photos,(t1 OR t2) AND NOT t3,873,"0,000903997",0.000903997
email angus young,(t1 OR t2) AND NOT t3,337,"0,005419791",0.005419791
baby einstein wordsworth,(t1 OR t2) AND NOT t3,63,"0,000472740",0.000472740
kids riding lessons,(t1 OR t2) AND NOT t3,142,"0,000413447",0.000413447
